title,cast,script,directing,date_published,likes,dislikes,views_num
inveja,gregorio duvivier,,,2015-01-19,196992.0,4121.0,7670024
inveja,joão vicente de castro,,,2015-01-19,196992.0,4121.0,7670024
inveja,rafael infante,,,2015-01-19,196992.0,4121.0,7670024
sem bateria,antonio tabet,,,2015-01-17,197137.0,1584.0,5649369
sem bateria,julia rabello,,,2015-01-17,197137.0,1584.0,5649369
filmando,antonio tabet,,,2015-01-15,128525.0,2439.0,4807417
filmando,leticia lima,,,2015-01-15,128525.0,2439.0,4807417
escolhas,joão vicente de castro,,,2015-01-12,143044.0,2841.0,4895997
escolhas,letícia lima,,,2015-01-12,143044.0,2841.0,4895997
escolhas,gustavo chagas,,,2015-01-12,143044.0,2841.0,4895997
correspondente internacional,antonio tabet,,,2015-01-10,75693.0,2891.0,2947649
correspondente internacional,gregorio duivier,,,2015-01-10,75693.0,2891.0,2947649
correspondente internacional,joão vicente de castro,,,2015-01-10,75693.0,2891.0,2947649
correspondente internacional,rafael infante,,,2015-01-10,75693.0,2891.0,2947649
toboágua,fabio porchat,,,2015-01-08,321812.0,12491.0,13788972
toboágua,gabriel totoro,,,2015-01-08,321812.0,12491.0,13788972
toboágua,gregorio duvivier,,,2015-01-08,321812.0,12491.0,13788972
toboágua,leticia lima,,,2015-01-08,321812.0,12491.0,13788972
segunda gravidez,clarice falcão,,,2015-01-05,202470.0,5294.0,7527186
segunda gravidez,rafael infante,,,2015-01-05,202470.0,5294.0,7527186
entrevistador,gregorio duvivier,,,2015-01-03,109123.0,4969.0,4095562
entrevistador,rafael infante,,,2015-01-03,109123.0,4969.0,4095562
ajuda,gregorio duvivier,,,2015-01-01,82098.0,6389.0,2726138
ajuda,luis lobianco,,,2015-01-01,82098.0,6389.0,2726138
ajuda,felipe absalão,,,2015-01-01,82098.0,6389.0,2726138
testemunha de darwin,luis lobianco,,,2014-12-29,209905.0,7447.0,5520554
testemunha de darwin,rafael infante,,,2014-12-29,209905.0,7447.0,5520554
testemunha de darwin,gabriel totoro,,,2014-12-29,209905.0,7447.0,5520554
papai noel,antonio tabet,,,2014-12-27,69036.0,2574.0,2404638
papai noel,gabriel esteves,,,2014-12-27,69036.0,2574.0,2404638
papai noel,gustavo chagas,,,2014-12-27,69036.0,2574.0,2404638
papai noel,gigante léo,,,2014-12-27,69036.0,2574.0,2404638
papai noel,vera monteiro,,,2014-12-27,69036.0,2574.0,2404638
especial de natal - o velho testamento,antonio tabet,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,fabio porchat,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,gabriel totoro,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,gregorio duvivier,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,julia rabello,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,joão vicente de castro,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,luis lobianco,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,rafael infante,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,bruno jablonski,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,babu santana,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,thati lopes,,,2014-12-24,113282.0,11573.0,5191881
especial de natal - o velho testamento,e inri cristo,,,2014-12-24,113282.0,11573.0,5191881
primeiro encontro,gregorio duvivier,,,2014-12-22,193341.0,8442.0,9797530
primeiro encontro,leticia lima,,,2014-12-22,193341.0,8442.0,9797530
currículo,antonio tabet,,,2014-12-20,182852.0,3136.0,6856598
currículo,gustavo chagas,,,2014-12-20,182852.0,3136.0,6856598
currículo,george sauma,,,2014-12-20,182852.0,3136.0,6856598
instrução de segurança,rafael infante,,,2014-12-18,119878.0,1459.0,3549509
instrução de segurança,thati lopes,,,2014-12-18,119878.0,1459.0,3549509
papai e mamãe,antonio tabet,,,2014-12-15,121424.0,3131.0,4636736
tenho que ir,fábio porchat,,,2014-12-13,180104.0,3821.0,9022673
tenho que ir,priscila steinman,,,2014-12-13,180104.0,3821.0,9022673
pedreiro,antonio tabet,,,2014-12-11,165657.0,2748.0,6355444
pedreiro,luis lobianco,,,2014-12-11,165657.0,2748.0,6355444
teaser filme porta,,,,2014-12-09,38908.0,620.0,1476786
conta,antonio tabet,,,2014-12-08,127116.0,2936.0,3568850
conta,rafael infante,,,2014-12-08,127116.0,2936.0,3568850
conta,daniel furlan,,,2014-12-08,127116.0,2936.0,3568850
refém - episódio 5 de 5,antonio tabet,,,2014-12-06,76538.0,1614.0,2487123
refém - episódio 5 de 5,fábio porchat,,,2014-12-06,76538.0,1614.0,2487123
refém - episódio 5 de 5,joão vicente de castro,,,2014-12-06,76538.0,1614.0,2487123
refém - episódio 5 de 5,letícia lima,,,2014-12-06,76538.0,1614.0,2487123
refém - episódio 5 de 5,luis lobianco,,,2014-12-06,76538.0,1614.0,2487123
refém - episódio 5 de 5,rafael infante,,,2014-12-06,76538.0,1614.0,2487123
tarifa,fábio porchat,,,2014-12-04,224500.0,3249.0,9692498
eu vou embora,gregorio duvivier,,,2014-12-01,199394.0,5174.0,6322323
eu vou embora,leticia lima,,,2014-12-01,199394.0,5174.0,6322323
refém - episódio 4 de 5,,,,2014-11-29,63200.0,874.0,2745229
merenda,,,,2014-11-27,370080.0,9561.0,15082943
sonho,,,,2014-11-24,106121.0,2905.0,3681280
refém - episódio 3 de 5,,,,2014-11-22,66723.0,1109.0,2914508
possessivo,,,,2014-11-20,124697.0,6905.0,4515626
pedido,,,,2014-11-17,226088.0,4418.0,11583741
refém - episódio 2 de 5,,,,2014-11-15,80067.0,946.0,3383504
barulho,,,,2014-11-13,106507.0,2993.0,4111858
romanos,,,,2014-11-10,189444.0,4442.0,6123344
refém - episódio 1 de 5,,,,2014-11-08,117547.0,1510.0,4858995
alianças,,,,2014-11-06,91716.0,2574.0,3783960
refém - trailer,,,,2014-11-04,23310.0,291.0,924231
flagra,,,,2014-11-03,183759.0,6999.0,8076652
entrevista coletiva,,,,2014-11-01,92843.0,3249.0,3936261
direção,,,,2014-10-30,114791.0,10175.0,5362619
justificando,,,,2014-10-27,154056.0,2734.0,6618874
carla,antonio tabet,,,2014-10-25,308444.0,7285.0,11246362
carla,clarice falcão,,,2014-10-25,308444.0,7285.0,11246362
carla,gregorio duvivier,,,2014-10-25,308444.0,7285.0,11246362
agonia,fabio porchat,,,2014-10-23,145553.0,3430.0,6592269
agonia,joão vicente de castro,,,2014-10-23,145553.0,3430.0,6592269
porta na fox 4,,,,2014-10-21,10802.0,266.0,492717
trocadilho,clarice falcão,,,2014-10-20,267511.0,8268.0,11521657
trocadilho,gregorio duvivier,,,2014-10-20,267511.0,8268.0,11521657
trocadilho,joão vicente de castro,,,2014-10-20,267511.0,8268.0,11521657
trocadilho,letícia lima,,,2014-10-20,267511.0,8268.0,11521657
trocadilho,rafael infante,,,2014-10-20,267511.0,8268.0,11521657
papa,luis lobianco,,,2014-10-18,103765.0,19002.0,4630307
papa,marcio machado,,,2014-10-18,103765.0,19002.0,4630307
papa,carlos seidl,,,2014-10-18,103765.0,19002.0,4630307
aeroporto,julia rabello,,,2014-10-16,86301.0,2961.0,3345291
aeroporto,joão vicente de castro,,,2014-10-16,86301.0,2961.0,3345291
aeroporto,rafael infante,,,2014-10-16,86301.0,2961.0,3345291
aeroporto,gustavo chagas,,,2014-10-16,86301.0,2961.0,3345291
porta na fox 3,,,,2014-10-14,8186.0,286.0,471841
boas vindas,joão vicente de castro,,,2014-10-13,152608.0,2803.0,6051604
boas vindas,luis lobianco,,,2014-10-13,152608.0,2803.0,6051604
boas vindas,gabriel totoro,,,2014-10-13,152608.0,2803.0,6051604
boas vindas,antonio tabet,,,2014-10-13,152608.0,2803.0,6051604
crítica,clarice falcão,,,2014-10-11,205019.0,4174.0,8738264
crítica,gregorio duvivier,,,2014-10-11,205019.0,4174.0,8738264
porta na fox 2,,,,2014-10-10,14996.0,191.0,611652
mundo dos negócios,fabio porchat,,,2014-10-09,143414.0,5850.0,6319982
mundo dos negócios,luis lobianco,,,2014-10-09,143414.0,5850.0,6319982
porta na fox 1,,,,2014-10-07,26597.0,433.0,877219
deu mole,fabio porchat,,,2014-10-06,156548.0,8634.0,7089371
deu mole,joão vicente de castro,,,2014-10-06,156548.0,8634.0,7089371
comida,clarice falcão,,,2014-10-04,114696.0,2593.0,4472606
comida,joão vicente de castro,,,2014-10-04,114696.0,2593.0,4472606
comida,luis lobianco,,,2014-10-04,114696.0,2593.0,4472606
zona eleitoral,gregorio duvivier,,,2014-10-02,133248.0,3768.0,5367507
zona eleitoral,rafael infante,,,2014-10-02,133248.0,3768.0,5367507
você me conhece,antonio tabet,,,2014-09-29,79971.0,2470.0,2357788
você me conhece,gabriel totoro,,,2014-09-29,79971.0,2470.0,2357788
financiamento,antonio tabet,,,2014-09-27,105276.0,2942.0,4489785
financiamento,rafael infante,,,2014-09-27,105276.0,2942.0,4489785
senha,fabio porchat,,,2014-09-25,221271.0,4185.0,10210198
senha,thati lopes,,,2014-09-25,221271.0,4185.0,10210198
santo antônio,fabio porchat,,,2014-09-22,167525.0,15921.0,6037651
santo antônio,mabel cezar,,,2014-09-22,167525.0,15921.0,6037651
santo antônio,rafel infante,,,2014-09-22,167525.0,15921.0,6037651
namorada,leticia lima,,,2014-09-20,231201.0,5607.0,11295496
namorada,rafael infante,,,2014-09-20,231201.0,5607.0,11295496
ídolo,andreas kisser,,,2014-09-18,184229.0,3724.0,5972839
ídolo,antonio tabet,,,2014-09-18,184229.0,3724.0,5972839
motivo de segurança,rafael infante,,,2014-09-15,116255.0,3639.0,4661782
motivo de segurança,thati lopes,,,2014-09-15,116255.0,3639.0,4661782
loja,fabio porchat,,,2014-09-13,153426.0,2880.0,6679668
loja,leticia lima,,,2014-09-13,153426.0,2880.0,6679668
paradoxo,antonio tabet,,,2014-09-11,134339.0,10994.0,6007967
paradoxo,joão vicente de castro,,,2014-09-11,134339.0,10994.0,6007967
atendendo a pedidos,gregorio duvivier,,,2014-09-08,225229.0,14763.0,7574494
atendendo a pedidos,julia rabello,,,2014-09-08,225229.0,14763.0,7574494
festa,luis lobianco,,,2014-09-06,92666.0,6169.0,3940255
festa,rafael infante,,,2014-09-06,92666.0,6169.0,3940255
chamado,fabio porchat,,,2014-09-04,104307.0,10110.0,4040670
nutricionista,clarice falcão,,,2014-09-01,142842.0,6053.0,6993132
nutricionista,julia rabello,,,2014-09-01,142842.0,6053.0,6993132
regressão,luis lobianco,,,2014-08-30,78471.0,4401.0,3078739
regressão,dinho machado,,,2014-08-30,78471.0,4401.0,3078739
como é que fala,clarice falcão,,,2014-08-28,141921.0,2752.0,5263244
como é que fala,joão vicente de castro,,,2014-08-28,141921.0,2752.0,5263244
como é que fala,leticia lima,,,2014-08-28,141921.0,2752.0,5263244
como é que fala,mabel cezar,,,2014-08-28,141921.0,2752.0,5263244
como é que fala,camillo borges,,,2014-08-28,141921.0,2752.0,5263244
como é que fala,e thierry figueira,,,2014-08-28,141921.0,2752.0,5263244
filho,clarice falcão,,,2014-08-25,168932.0,4945.0,6754712
filho,gregorio duvivier,,,2014-08-25,168932.0,4945.0,6754712
crianças,clarice falcão,,,2014-08-23,207638.0,27855.0,7997489
crianças,fabio porchat,,,2014-08-23,207638.0,27855.0,7997489
crianças,julia rabello,,,2014-08-23,207638.0,27855.0,7997489
calma,clarice falcão,,,2014-08-21,442724.0,6340.0,16867847
calma,fabio porchat,,,2014-08-21,442724.0,6340.0,16867847
correria,antonio tabet,,,2014-08-18,171325.0,2710.0,7459821
correria,fabio porchat,,,2014-08-18,171325.0,2710.0,7459821
correria,gustavo chagas,,,2014-08-18,171325.0,2710.0,7459821
correria,luis lobianco,,,2014-08-18,171325.0,2710.0,7459821
correria,leticia lima,,,2014-08-18,171325.0,2710.0,7459821
vote em mim,luis lobianco,,,2014-08-16,92500.0,2805.0,3688192
traição,leticia lima,,,2014-08-14,258375.0,4018.0,10607812
traição,rafael infante,,,2014-08-14,258375.0,4018.0,10607812
tortura,antonio tabet,,,2014-08-11,220845.0,3608.0,8412523
tortura,gregorio duvivier,,,2014-08-11,220845.0,3608.0,8412523
tortura,luis lobianco,,,2014-08-11,220845.0,3608.0,8412523
tortura,rafael infante,,,2014-08-11,220845.0,3608.0,8412523
quem nunca?,clarice falcão,,,2014-08-09,338519.0,8272.0,15892435
quem nunca?,leticia lima,,,2014-08-09,338519.0,8272.0,15892435
quem nunca?,thati lopes,,,2014-08-09,338519.0,8272.0,15892435
aqui ó,leticia lima,,,2014-08-07,100195.0,6840.0,4800470
aqui ó,luis lobianco,,,2014-08-07,100195.0,6840.0,4800470
negro,antonio tabet,,,2014-08-04,297952.0,14941.0,11464198
negro,joão vicente de castro,,,2014-08-04,297952.0,14941.0,11464198
negro,gustavo chagas,,,2014-08-04,297952.0,14941.0,11464198
papai,luis lobianco,,,2014-08-02,130232.0,3513.0,5868338
papai,marcus majella,,,2014-08-02,130232.0,3513.0,5868338
pirataria,leticia lima,,,2014-07-31,373725.0,5986.0,15354985
pirataria,luis lobianco,,,2014-07-31,373725.0,5986.0,15354985
pão nosso,gregorio duvivier,,,2014-07-28,216200.0,8671.0,7887023
pão nosso,leticia lima,,,2014-07-28,216200.0,8671.0,7887023
pão nosso,luis lobianco,,,2014-07-28,216200.0,8671.0,7887023
adivinha,clarice falcão,,,2014-07-26,79227.0,19942.0,4227163
adivinha,leticia lima,,,2014-07-26,79227.0,19942.0,4227163
loucos,antonio tabet,,,2014-07-24,197241.0,2655.0,7334338
loucos,camillo borges,,,2014-07-24,197241.0,2655.0,7334338
loucos,julia rabello,,,2014-07-24,197241.0,2655.0,7334338
loucos,rafael infante,,,2014-07-24,197241.0,2655.0,7334338
torcida organizada,fabio porchat,,,2014-07-21,235699.0,5533.0,7320000
torcida organizada,marcos veras,,,2014-07-21,235699.0,5533.0,7320000
aula de sábado,gregorio duvivier,,,2014-07-19,106732.0,8281.0,5243976
suspeito,antonio tabet,,,2014-07-17,124624.0,6008.0,4972677
suspeito,luis lobianco,,,2014-07-17,124624.0,6008.0,4972677
aumento,fabio porchat,,,2014-07-14,177519.0,5303.0,7909236
aumento,letícia lima,,,2014-07-14,177519.0,5303.0,7909236
repórter,clarice falcão,,,2014-07-12,87497.0,3468.0,2889764
repórter,julia rabello,,,2014-07-12,87497.0,3468.0,2889764
repórter,luis lobianco,,,2014-07-12,87497.0,3468.0,2889764
repórter,marcos veras,,,2014-07-12,87497.0,3468.0,2889764
repórter,rafael infante,,,2014-07-12,87497.0,3468.0,2889764
lição,fabio porchat,,,2014-07-10,218496.0,3557.0,9738335
lição,julia rabello,,,2014-07-10,218496.0,3557.0,9738335
bate-bola,gregorio duvivier,,,2014-07-07,129273.0,3724.0,5140978
bate-bola,joão vicente de castro,,,2014-07-07,129273.0,3724.0,5140978
chuteira,gregorio duvivier,,,2014-07-05,252256.0,4711.0,8347993
chuteira,rafael infante,,,2014-07-05,252256.0,4711.0,8347993
defesa pessoal,antonio tabet,,,2014-07-03,181965.0,22978.0,7736730
defesa pessoal,gregorio duvivier,,,2014-07-03,181965.0,22978.0,7736730
defesa pessoal,joão vicente de castro,,,2014-07-03,181965.0,22978.0,7736730
coisa nossa,clarice falcão,,,2014-06-30,160218.0,4542.0,4986212
coisa nossa,gregorio duvivier,,,2014-06-30,160218.0,4542.0,4986212
coisa nossa,joão vicente de castro,,,2014-06-30,160218.0,4542.0,4986212
pagode,fabio porchat,,,2014-06-28,121566.0,6607.0,6421089
pagode,luis lobianco,,,2014-06-28,121566.0,6607.0,6421089
pagode,marcos veras,,,2014-06-28,121566.0,6607.0,6421089
lembra de mim,luis lobianco,,,2014-06-26,131370.0,6402.0,5277258
lembra de mim,rafael infante,,,2014-06-26,131370.0,6402.0,5277258
inferno,antonio tabet,,,2014-06-23,340471.0,14346.0,12078277
inferno,gregorio duvivier,,,2014-06-23,340471.0,14346.0,12078277
inferno,rafael infante,,,2014-06-23,340471.0,14346.0,12078277
inferno,carol picchi,,,2014-06-23,340471.0,14346.0,12078277
inferno,natalia inoue,,,2014-06-23,340471.0,14346.0,12078277
mesa redonda,antonio tabet,,,2014-06-21,98550.0,3926.0,4436293
mesa redonda,joão vicente de castro,,,2014-06-21,98550.0,3926.0,4436293
mesa redonda,marcos veras,,,2014-06-21,98550.0,3926.0,4436293
traje a rigor,julia rabello,,,2014-06-19,126326.0,2390.0,5319297
traje a rigor,luis lobianco,,,2014-06-19,126326.0,2390.0,5319297
traje a rigor,marcos veras,,,2014-06-19,126326.0,2390.0,5319297
traje a rigor,marcus majella,,,2014-06-19,126326.0,2390.0,5319297
homem bomba,antonio tabet,,,2014-06-16,80324.0,11829.0,4539087
comemoração,antonio tabet,,,2014-06-14,162389.0,8405.0,6830696
comemoração,gregorio duvivier,,,2014-06-14,162389.0,8405.0,6830696
comemoração,joão vicente de castro,,,2014-06-14,162389.0,8405.0,6830696
comemoração,marcos veras,,,2014-06-14,162389.0,8405.0,6830696
comemoração,marcus majella,,,2014-06-14,162389.0,8405.0,6830696
comemoração,gustavo chagas,,,2014-06-14,162389.0,8405.0,6830696
banheiro feminino,leticia lima,,,2014-06-12,321561.0,8345.0,16896924
banheiro feminino,fiorella matheis,,,2014-06-12,321561.0,8345.0,16896924
quem,fabio porchat,,,2014-06-09,131070.0,5624.0,5615862
quem,marcus majella,,,2014-06-09,131070.0,5624.0,5615862
atendimento,clarice falcão,,,2014-06-07,145860.0,2313.0,5826878
atendimento,rafael infante,,,2014-06-07,145860.0,2313.0,5826878
cantada,letícia lima,,,2014-06-05,361194.0,6022.0,20974360
cantada,luis lobianco,,,2014-06-05,361194.0,6022.0,20974360
sono,antonio tabet,,,2014-06-02,146042.0,2312.0,7035781
sono,gregorio duvivier,,,2014-06-02,146042.0,2312.0,7035781
sono,marcos veras,,,2014-06-02,146042.0,2312.0,7035781
sono,rafael infante,,,2014-06-02,146042.0,2312.0,7035781
preparado,antonio tabet,,,2014-05-31,133728.0,3894.0,5835078
preparado,luis lobianco,,,2014-05-31,133728.0,3894.0,5835078
preparado,rafael infante,,,2014-05-31,133728.0,3894.0,5835078
fofoca,antonio tabet,,,2014-05-29,137347.0,2923.0,7236430
fofoca,clarice falcão,,,2014-05-29,137347.0,2923.0,7236430
fofoca,rafael infante,,,2014-05-29,137347.0,2923.0,7236430
barbeiro,antonio tabet,,,2014-05-26,192480.0,4559.0,9245288
barbeiro,rafael infante,,,2014-05-26,192480.0,4559.0,9245288
barbeiro,gustavo chagas,,,2014-05-26,192480.0,4559.0,9245288
restaurante moderno,clarice falcão,,,2014-05-24,263363.0,4234.0,11165843
restaurante moderno,marcos veras,,,2014-05-24,263363.0,4234.0,11165843
restaurante moderno,marcus majella,,,2014-05-24,263363.0,4234.0,11165843
concepção,antonio tabet,,,2014-05-22,142705.0,2356.0,4710864
concepção,clarice falcão,,,2014-05-22,142705.0,2356.0,4710864
concepção,gregorio duvivier,,,2014-05-22,142705.0,2356.0,4710864
de frente,marília gabriela,,,2014-05-19,149636.0,6076.0,4108287
de frente,gabriel esteves,,,2014-05-19,149636.0,6076.0,4108287
tribunal,gregorio duvivier,,,2014-05-17,140990.0,5298.0,7780663
tribunal,luis lobianco,,,2014-05-17,140990.0,5298.0,7780663
tribunal,marcus majella,,,2014-05-17,140990.0,5298.0,7780663
show,clarice falcão,,,2014-05-15,91760.0,5426.0,3751010
show,gregorio duvivier,,,2014-05-15,91760.0,5426.0,3751010
show,rafael infante,,,2014-05-15,91760.0,5426.0,3751010
show,gabriel totoro,,,2014-05-15,91760.0,5426.0,3751010
show,gabriel esteves,,,2014-05-15,91760.0,5426.0,3751010
tô indo,gregorio duvivier,,,2014-05-12,304913.0,4671.0,12242006
tô indo,leticia lima,,,2014-05-12,304913.0,4671.0,12242006
tô indo,clarice falcão,,,2014-05-12,304913.0,4671.0,12242006
tô indo,joão vicente de castro,,,2014-05-12,304913.0,4671.0,12242006
tô indo,antonio lyra,,,2014-05-12,304913.0,4671.0,12242006
morando sozinho,luis lobianco,,,2014-05-10,253755.0,4443.0,11112905
morando sozinho,marcus majella,,,2014-05-10,253755.0,4443.0,11112905
táxis,luis lobianco,,,2014-05-08,146969.0,3707.0,5541404
táxis,rafael infante,,,2014-05-08,146969.0,3707.0,5541404
pipoca,luis lobianco,,,2014-05-05,247505.0,3768.0,9481161
pipoca,marcus majella,,,2014-05-05,247505.0,3768.0,9481161
pipoca,leticia lima,,,2014-05-05,247505.0,3768.0,9481161
academia,antonio tabet,,,2014-05-03,292410.0,8928.0,19267157
academia,julia rabello,,,2014-05-03,292410.0,8928.0,19267157
academia,leticia lima,,,2014-05-03,292410.0,8928.0,19267157
viado,fabio porchat,,,2014-05-01,450385.0,8384.0,17417193
viado,gregorio duvivier,,,2014-05-01,450385.0,8384.0,17417193
viado,luis lobianco,,,2014-05-01,450385.0,8384.0,17417193
operação,clarice falcão,,,2014-04-28,135064.0,3284.0,5663062
operação,luis lobianco,,,2014-04-28,135064.0,3284.0,5663062
viral - episódio 4  (final),gregorio duvivier,,,2014-04-26,117205.0,1664.0,4193443
viral - episódio 4  (final),fabio porchat,,,2014-04-26,117205.0,1664.0,4193443
viral - episódio 4  (final),mabel cezar,,,2014-04-26,117205.0,1664.0,4193443
viral - episódio 4  (final),juliana knust,,,2014-04-26,117205.0,1664.0,4193443
viral - episódio 4  (final),letícia guimarães,,,2014-04-26,117205.0,1664.0,4193443
viral - episódio 4  (final),camillo borges,,,2014-04-26,117205.0,1664.0,4193443
viral - episódio 4  (final),antonio tabet,,,2014-04-26,117205.0,1664.0,4193443
ménage,fabio porchat,,,2014-04-24,566223.0,14066.0,28266185
ménage,julia rabello,,,2014-04-24,566223.0,14066.0,28266185
adoção,antonio tabet,,,2014-04-21,93504.0,3224.0,4976652
adoção,clarice falcão,,,2014-04-21,93504.0,3224.0,4976652
adoção,gabriel esteves,,,2014-04-21,93504.0,3224.0,4976652
viral - episódio 3,gregorio duvivier,,,2014-04-19,95723.0,945.0,3464240
viral - episódio 3,fabio porchat,,,2014-04-19,95723.0,945.0,3464240
viral - episódio 3,clarice falcão,,,2014-04-19,95723.0,945.0,3464240
viral - episódio 3,renata ricci,,,2014-04-19,95723.0,945.0,3464240
viral - episódio 3,julia rabello,,,2014-04-19,95723.0,945.0,3464240
viral - episódio 3,fernanda rodrigues,,,2014-04-19,95723.0,945.0,3464240
intimidade,clarice falcão,,,2014-04-17,278919.0,3217.0,9210823
intimidade,gregorio duvivier,,,2014-04-17,278919.0,3217.0,9210823
ok ok,clarice falcão,,,2014-04-14,141689.0,5551.0,6823958
ok ok,marcos veras,,,2014-04-14,141689.0,5551.0,6823958
viral - episódio 2,gregorio duvivier,,,2014-04-12,99859.0,1005.0,3658505
viral - episódio 2,fabio porchat,,,2014-04-12,99859.0,1005.0,3658505
viral - episódio 2,carol abras,,,2014-04-12,99859.0,1005.0,3658505
viral - episódio 2,rafael infante,,,2014-04-12,99859.0,1005.0,3658505
churrascaria,julia rabello,,,2014-04-10,138816.0,8488.0,8849072
churrascaria,marcus majella,,,2014-04-10,138816.0,8488.0,8849072
churrascaria,rafael infante,,,2014-04-10,138816.0,8488.0,8849072
problemas domésticos,julia rabello,,,2014-04-07,201001.0,5490.0,9296387
problemas domésticos,marcos veras,,,2014-04-07,201001.0,5490.0,9296387
problemas domésticos,gabriel totoro,,,2014-04-07,201001.0,5490.0,9296387
problemas domésticos,leticia lima,,,2014-04-07,201001.0,5490.0,9296387
problemas domésticos,rafael infante,,,2014-04-07,201001.0,5490.0,9296387
viral - episódio 1,gregorio duvivier,,,2014-04-05,142179.0,2433.0,5027034
viral - episódio 1,fabio porchat,,,2014-04-05,142179.0,2433.0,5027034
viral - episódio 1,thati lopes,,,2014-04-05,142179.0,2433.0,5027034
confissão,gregorio duvivier,,,2014-04-03,109442.0,3160.0,4383272
confissão,joão vicente de castro,,,2014-04-03,109442.0,3160.0,4383272
áries,clarice falcão,,,2014-03-31,151965.0,5765.0,6414689
áries,luis lobianco,,,2014-03-31,151965.0,5765.0,6414689
trailer -- viral,,,,2014-03-29,37874.0,561.0,1288949
refém,rafael infante,,,2014-03-27,118840.0,2649.0,5140460
refém,luis lobianco,,,2014-03-27,118840.0,2649.0,5140460
refém,marcos veras,,,2014-03-27,118840.0,2649.0,5140460
tempo,marcus veras,,,2014-03-24,219205.0,4803.0,7216327
tempo,rafael infante,,,2014-03-24,219205.0,4803.0,7216327
tempo,camillo borges,,,2014-03-24,219205.0,4803.0,7216327
anunciação,fabio porchat,,,2014-03-20,144590.0,19379.0,6480196
anunciação,joão vicente de castro,,,2014-03-20,144590.0,19379.0,6480196
pessoa ruim,gregorio duvivier,,,2014-03-17,137495.0,5649.0,7576029
pessoa ruim,julia rabello,,,2014-03-17,137495.0,5649.0,7576029
alala,fabio porchat,,,2014-03-13,161841.0,10180.0,6292183
alala,leticia lima,,,2014-03-13,161841.0,10180.0,6292183
alala,joão vicente de castro,,,2014-03-13,161841.0,10180.0,6292183
ronco,antonio tabet,,,2014-03-10,127310.0,2133.0,5266507
ronco,julia rabello,,,2014-03-10,127310.0,2133.0,5266507
massagem,leticia lima,,,2014-03-06,186078.0,4583.0,10342871
massagem,marcos veras,,,2014-03-06,186078.0,4583.0,10342871
tradução simultânea,clarice falcão,,,2014-03-03,69804.0,23994.0,3900398
tradução simultânea,gregorio duvivier,,,2014-03-03,69804.0,23994.0,3900398
foi deus que me deu,antonio tabet,,,2014-02-27,196180.0,20542.0,8898520
foi deus que me deu,marcos veras,,,2014-02-27,196180.0,20542.0,8898520
comandante,antonio tabet,,,2014-02-24,196244.0,5859.0,7961668
comandante,clarice falcão,,,2014-02-24,196244.0,5859.0,7961668
comandante,gregorio duvivier,,,2014-02-24,196244.0,5859.0,7961668
comandante,leticia lima,,,2014-02-24,196244.0,5859.0,7961668
tatuagem,joão vicente de castro,,,2014-02-20,260588.0,4527.0,13598304
tatuagem,gabriel totoro,,,2014-02-20,260588.0,4527.0,13598304
pra mim chega,fabio porchat,,,2014-02-17,409195.0,10930.0,23092140
pra mim chega,leticia lima,,,2014-02-17,409195.0,10930.0,23092140
pobre,gregorio duvivier,,,2014-02-13,316674.0,22904.0,18005490
pobre,gustavo chagas,,,2014-02-13,316674.0,22904.0,18005490
despacha,julia rabello,,,2014-02-10,107721.0,7920.0,5593228
despacha,mabel cezar,,,2014-02-10,107721.0,7920.0,5593228
sinais,fabio porchat,,,2014-02-06,111840.0,1881.0,4198067
sinais,marcus majella,,,2014-02-06,111840.0,1881.0,4198067
dura,fabio porchat,,,2014-02-03,371476.0,12084.0,14461135
dura,joão vicente de castro,,,2014-02-03,371476.0,12084.0,14461135
dura,luis lobianco,,,2014-02-03,371476.0,12084.0,14461135
dura,rafael infante,,,2014-02-03,371476.0,12084.0,14461135
indiretas,antonio tabet,,,2014-01-30,218351.0,3560.0,10948536
indiretas,marcus majella,,,2014-01-30,218351.0,3560.0,10948536
hitler,fabio porchat,,,2014-01-27,193829.0,4549.0,9208121
hitler,julia rabello,,,2014-01-27,193829.0,4549.0,9208121
armário,antonio tabet,,,2014-01-23,126253.0,4885.0,5526511
armário,clarice falcão,,,2014-01-23,126253.0,4885.0,5526511
armário,joão vicente de castro,,,2014-01-23,126253.0,4885.0,5526511
número de emergência,clarice falcão,,,2014-01-20,111602.0,5634.0,5209951
número de emergência,leticia lima,,,2014-01-20,111602.0,5634.0,5209951
careca,fabio porchat,,,2014-01-16,170086.0,4873.0,9656605
careca,gregorio duvivier,,,2014-01-16,170086.0,4873.0,9656605
biografia,gregorio duvivier,,,2014-01-13,189091.0,6912.0,7460087
